0,0,0,0,0,0,0,0,.47004402,0,0,0,0,0,0,.47481474,.65686375,0,0,0
0,0,0,0,0,0,0,0,.24616215,.37201554,0,0,0,0,0,.99605912,0,0,0,0
0,0,0,0,0,0,0,0,.20746864,.21939987,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,.12031373,.059522483,.093941323,0,.097851485,.19329734,0,.14115581,0,.10758165,0,0
0,0,0,0,0,0,0,.033348285,0,0,.13420188,0,.10545027,0,.32805258,.30845582,.18816215,0,0,0
0,0,.047561981,0,0,0,0,0,.10748696,0,0,0,0,.041456826,0,0,.07571286,0,0,0
0,0,0,0,0,.025019165,0,.026621461,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,.56511539,.45433924,0,.67376399,0,0,.51971561,0,0,0,0,0
0,0,0,0,0,0,0,0,.32246089,.75395149,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,.10558354,.10777207,.11055402,.11669548,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.1882217,2.4880896,.72029209,0,0,0,0,0,0,0,0,0
.21920414,.12266035,.10446747,.10875353,.10666363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,.068764657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,.098377436,.13303414,.13876528,.11164803,0,.080035888,0,.069442898,.15209547,.18831655,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.5478121,1.5946735,0,0,0,0,0,6.0147047,7.0135813,6.7746239,0,0
0,0,0,0,0,0,0,0,.049273811,0,0,.051928271,0,.072731271,.090800636,0,0,.092212833,0,0
0,.53773648,0,0,0,6.1871824,6.7204299,0,0,0,0,4.9433031,7.0793905,10.138516,9.1414042,0,0,0,0,0
0,.40351996,0,0,0,.16262458,.15600027,0,.13973305,.12896538,0,0,0,0,.63276386,.48795986,.15857141,.076844029,0,0
.088743545,0,0,.16169859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,.9891687,0,1.792248,0,0,0,0,0,0,0,0,0,0,28.157677,15.441781,0,0
0,0,.94894415,1.2315762,1.1221814,.90387154,1.2880931,.74871671,.58222097,.644445,.56783426,.63719183,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,.7074576,1.2255845,0,0,0,0,0,2.4246936,0,0,0,0
0,0,0,0,0,0,0,0,.035124052,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,.032400053,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,.086652964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,.042619474,0,0,0,0,0,0,0,0,0,0,0
.1456001,0,0,0,0,.39837706,0,0,0,0,0,0,0,.78125864,0,0,0,0,0,0
0,0,1.2555573,0,0,0,.25600043,.28731531,.32246089,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.7397293,2.1439166,3.0662267,3.8457198,0,1.2228907,1.2794833,1.2030511,0,0,0,0
0,.082858928,.14091632,0,.10349306,0,0,0,0,0,0,0,0,.11610429,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.1301665,4.6663303,0,44.868877,30.186579,23.352802,18.026104,133.18668,79.026039,84.702049,0,0
0,0,0,0,0,0,0,0,0,14.66343,13.563388,36.320065,21.610878,23.006029,30.490753,48.233551,62.288406,57.782177,0,0
0,0,0,0,0,0,0,0,.21605147,0,0,0,.4451631,0,0,0,0,0,0,0
0,.062715754,.077605747,.085319586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.83434099,0,0,1.3709874,0,2.4680095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,.052936435,.054955062,.053835906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,.19388554,0,0,0,0,0,0,0,.55952871,0,.30899665,.26255992,0,0,0,0,0,0
0,0,0,.49185005,0,0,.27600047,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,.056175664,0,0,0,0,0,0,0,0,0,0,0,0
0,0,.15459312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.3421127,0,0,0,0,2.3182263,1.5059583,0,0,0,0,0,0,.38540742,0,0
