1,1,1,3,1,9,3,18,0000003F
1,1,17,11,0,20,33,26,0000033F
1,1,15,7,1,17,29,22,0000129F
1,1,17,11,4,17,33,26,0000133F
1,1,3,18,8,20,6,33,0000206F
1,1,17,11,6,13,33,26,0000233F
1,1,12,14,0,20,24,29,0000424F
1,1,15,7,2,19,29,22,0000429F
1,1,1,5,5,17,3,20,0000503F
1,1,13,11,4,13,27,26,0000527F
1,1,17,11,1,15,33,26,0000533F
1,1,1,5,7,14,3,20,0000603F
1,1,1,5,0,6,3,20,0000703F
1,1,3,14,8,20,6,29,0000806F
1,1,17,11,5,17,33,26,0000833F
1,1,1,2,6,19,3,17,0001003F
1,1,3,11,8,17,6,26,0001106F
1,1,3,4,8,20,6,19,0001206F
1,1,3,2,8,13,6,17,0001306F
1,1,12,13,8,18,24,28,0001324F
1,1,14,14,1,2,28,29,0001328F
1,1,15,7,6,18,29,22,0001329F
1,1,17,11,0,20,33,26,0001333F
1,1,1,2,8,14,3,17,0001403F
1,1,12,13,7,10,24,28,0001424F
1,1,1,2,7,8,3,17,0001503F
1,1,17,11,4,19,33,26,0001533F
1,1,1,2,0,6,3,17,0001603F
1,1,17,11,2,20,33,26,0001633F
1,1,3,2,8,20,6,17,0001706F
1,1,13,11,7,17,27,26,0001727F
1,1,1,2,1,13,3,17,0001803F
1,1,17,11,2,20,33,26,0001833F
1,1,1,2,1,16,3,17,0001903F
1,1,15,7,6,7,29,22,0001929F
1,1,14,14,1,4,28,29,0002028F
1,1,17,11,0,20,33,26,0002033F
1,1,1,13,0,13,3,28,0002203F
1,1,13,11,8,13,27,26,0002227F
1,1,14,14,2,12,28,29,0002228F
1,1,3,13,8,18,6,28,0002306F
1,1,1,14,7,20,3,29,0002403F
1,1,3,2,8,20,6,17,0002406F
1,1,13,11,6,17,27,26,0002427F
1,1,14,14,2,11,28,29,0002428F
1,1,17,11,0,17,33,26,0002433F
1,1,3,2,8,19,6,17,0002606F
1,1,13,11,8,20,27,26,0002627F
1,1,17,13,3,11,33,28,0002633F
1,1,1,13,5,18,3,28,0002703F
1,1,3,2,8,19,6,17,0002806F
1,1,14,13,0,6,28,28,0002828F
1,1,1,13,4,10,3,28,0002903F
1,1,12,13,8,12,24,28,0002924F
1,1,13,11,8,19,27,26,0002927F
1,1,14,5,4,14,28,20,0002928F
1,1,15,3,2,12,29,18,0002929F
1,1,17,11,0,19,33,26,0002933F
1,1,17,14,3,20,33,29,0003333F
1,1,1,2,0,13,3,17,0003403F
1,1,3,11,8,20,6,26,0003406F
1,1,3,2,8,15,6,17,0003506F
1,1,12,13,9,20,24,28,0003524F
1,1,17,11,5,17,33,26,0003533F
1,1,3,14,8,15,6,29,0003606F
1,1,14,14,1,10,28,29,0003628F
1,1,17,11,2,20,33,26,0003633F
1,1,15,4,0,1,29,19,0003729F
1,1,3,14,8,15,6,29,0003806F
1,1,17,11,2,11,33,26,0003933F
1,1,3,2,8,20,6,17,0004106F
1,1,14,14,0,1,28,29,0004128F
1,1,17,11,2,9,33,26,0004133F
1,1,3,14,8,14,6,29,0004206F
1,1,17,11,6,12,33,26,0004233F
1,1,3,14,8,20,6,29,0004306F
1,1,13,11,0,12,27,26,0004327F
1,1,14,13,2,7,28,28,0004328F
1,1,17,11,4,20,33,26,0004433F
1,1,17,11,0,7,33,26,0004533F
1,1,14,20,0,3,28,35,0004628F
1,1,1,20,0,8,3,35,0004703F
1,1,14,13,3,7,28,28,0004828F
1,1,3,20,8,20,6,35,0004906F
1,1,13,11,8,19,27,26,0005027F
1,1,14,14,1,9,28,29,0005028F
1,1,15,3,1,2,29,18,0005029F
1,1,3,2,8,20,6,17,0005106F
1,1,3,2,8,19,6,17,0005206F
1,1,14,14,4,6,28,29,0005228F
1,1,13,11,0,3,27,26,0005327F
1,1,14,14,0,12,28,29,0005328F
1,1,12,13,2,9,24,28,0005424F
1,1,15,4,0,1,29,19,0005429F
1,1,1,13,1,12,3,28,0005503F
1,1,3,2,8,10,6,17,0005506F
1,1,13,11,7,8,27,26,0005627F
1,1,17,11,2,16,33,26,0005633F
1,1,1,5,6,19,3,20,0005703F
1,1,3,2,9,11,6,17,0005706F
1,1,14,13,3,10,28,28,0005728F
1,1,15,4,1,2,29,19,0005729F
1,1,17,11,5,12,33,26,0005733F
1,1,3,2,8,14,6,17,0005806F
1,1,13,11,1,17,27,26,0005827F
1,1,12,14,4,16,24,29,0005924F
1,1,17,11,4,10,33,26,0005933F
1,1,3,13,8,9,6,28,0006006F
1,1,1,13,3,13,3,28,0006203F
1,1,12,13,0,20,24,28,0006224F
1,1,12,14,2,20,24,29,0006324F
1,1,15,13,2,6,29,28,0006329F
1,1,1,14,6,20,3,29,0006403F
1,1,12,21,2,15,24,36,0006424F
1,1,12,13,0,20,24,28,0006524F
1,1,3,1,8,15,6,16,0006606F
1,1,1,14,2,14,3,29,0006803F
1,1,1,14,2,14,3,29,0006903F
1,1,1,5,0,15,3,20,0007003F
1,1,13,11,5,20,27,26,0007027F
