0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,0,0,0,0,0
0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12,0,0,0,0,0,11,0,10,0,0,0,0,0
0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,8,6,0
0,0,0,0,0,0,0,0,0,21,0,20,0,0,0,0,0,0,0,0
0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,19,0,0
0,0,0,15,0,0,0,107,0,65,0,0,0,0,0,0,197,196,204,197
0,0,0,0,0,10,10,0,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,0,0,0,25,0,0,0,0,27,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,9,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13,0,0,0,18,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,0,0,0,9,0,9,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,7,0,0,0
0,0,0,0,0,16,0,0,38,0,0,17,12,27,24,0,26,25,25,25
0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19,19,31,0,0,0,76,0,0,0,0,0,0
0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,0,0,0,0,0,0,8,0,11,0,8,0,0,0,0,0,0,0,0
0,0,0,0,58,0,0,0,107,0,301,301,145,0,0,0,0,0,0,0
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,102,29,0,0,0,0,0,0,0,0,0
0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,122,0,0,0,171,0,788,786,0,0,0,0,0,0
0,0,0,0,0,0,0,10,7,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,269,0,0,0,100,230,126,0,0,0,0,0,0,0
0,6,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,80,58,75,26,27,23,21,29,29,25,25,103,43,26,31,22,16
