0,1,5,13,2,10,9,28,0000009F
0,1,4,1,7,15,8,16,0000208B
0,1,5,13,4,15,9,28,0000209F
0,1,7,14,5,14,19,29,0000419F
0,1,5,13,5,12,9,28,0000609F
0,1,5,13,6,14,9,28,0000809F
0,1,7,13,3,7,19,28,0000819F
0,1,4,1,7,19,8,16,0000908B
0,1,4,11,7,12,8,26,0001008F
0,1,5,13,7,15,9,28,0001009F
0,1,4,11,7,14,8,26,0001108F
0,1,4,11,7,17,8,26,0001308F
0,1,4,1,7,20,8,16,0001608B
0,1,7,2,5,19,19,17,0001719F
0,1,4,1,7,20,8,16,0001908B
0,1,4,1,7,13,8,16,0002108B
0,1,5,13,3,7,9,28,0002109F
0,1,5,13,2,20,9,28,0002209F
0,1,5,13,5,11,9,28,0002309F
0,1,4,1,8,20,8,16,0002408B
0,1,7,4,3,10,19,19,0002419F
0,1,5,13,5,16,9,28,0002709F
0,1,5,13,3,6,9,28,0002809F
0,1,7,4,3,16,19,19,0002819F
0,1,5,13,0,20,9,28,0002909F
0,1,7,3,5,20,19,18,0003019F
0,1,4,1,7,20,8,16,0003108B
0,1,7,3,7,8,19,18,0003219F
0,1,4,1,7,10,8,16,0003308B
0,1,7,21,7,17,19,36,0003319F
0,1,5,14,3,6,9,29,0003409F
0,1,4,1,7,12,8,16,0003508B
0,1,5,2,6,16,9,17,0003709F
0,1,5,13,5,20,9,28,0003809F
0,1,7,13,8,9,19,28,0003819F
0,1,5,13,0,20,9,28,0004009F
0,1,7,2,7,8,19,17,0004119F
0,1,7,13,3,4,19,28,0004219F
0,1,7,2,5,12,19,17,0004319F
0,1,4,1,7,20,8,16,0004408B
0,1,7,11,4,11,19,26,0004719F
0,1,4,1,7,20,8,16,0004808B
0,1,7,2,3,10,19,17,0004819F
0,1,7,7,6,7,19,22,0004919F
0,1,4,1,7,10,8,16,0005008B
0,1,5,13,3,16,9,28,0005009F
0,1,7,20,8,19,19,35,0005119F
0,1,4,1,7,16,8,16,0005208B
0,1,7,4,4,20,19,19,0005419F
0,1,7,14,4,13,19,29,0005719F
0,1,7,2,3,11,19,17,0005819F
0,1,7,7,5,18,19,22,0006019F
0,1,4,1,7,14,8,16,0006108B
0,1,5,13,1,17,9,28,0006109F
0,1,4,1,7,20,8,16,0006408B
0,1,7,18,4,20,19,33,0006519F
0,1,5,13,2,19,9,28,0006609F
0,1,5,21,6,19,9,36,0006709F
0,1,7,7,7,13,19,22,0006719F
0,1,7,4,7,8,19,19,0006819F
0,1,4,1,7,8,8,16,0006908B
